seed_index,seed,n,t,trunc_bytes,hash_bits,pwd_length,successful_cracks,failed_cracks,total_time,success_rate,avg_time_per_crack,same,different,construction_time,notes,timestamp
1,123,1000,500,6,48,7,0,100,16.038420915603638,0.0,0.16038420915603638,0,0,0.6476531028747559,OK,2025-10-19 22:52:28
2,999,1000,500,6,48,7,0,100,15.903901100158691,0.0,0.1590390110015869,0,0,0.6302945613861084,OK,2025-10-19 22:52:44
0,1,1000,500,6,48,10,0,100,18.365370273590088,0.0,0.18365370273590087,0,0,0.7543220520019531,OK,2025-10-19 22:53:01
1,123,1000,500,6,48,10,0,100,18.059041261672974,0.0,0.18059041261672973,0,0,0.7183856964111328,OK,2025-10-19 22:53:20
2,999,1000,500,6,48,10,0,100,18.129108428955078,0.0,0.1812910842895508,0,0,0.7502281665802002,OK,2025-10-19 22:53:39
0,1,5000,100,4,32,5,1,99,0.6201364994049072,1.0,0.006201364994049072,1,0,0.5620765686035156,OK,2025-10-19 22:53:58
1,123,5000,100,4,32,5,1,99,0.6477463245391846,1.0,0.006477463245391846,1,0,0.5698220729827881,OK,2025-10-19 22:53:59
2,999,5000,100,4,32,5,5,95,0.6219098567962646,5.0,0.006219098567962647,5,0,0.5825848579406738,OK,2025-10-19 22:54:00
0,1,5000,100,4,32,7,0,100,0.6681606769561768,0.0,0.006681606769561767,0,0,0.6154577732086182,OK,2025-10-19 22:54:01
1,123,5000,100,4,32,7,0,100,0.6661043167114258,0.0,0.0066610431671142575,0,0,0.6176803112030029,OK,2025-10-19 22:54:03
2,999,5000,100,4,32,7,0,100,0.6817939281463623,0.0,0.006817939281463623,0,0,0.6289637088775635,OK,2025-10-19 22:54:04
0,1,5000,100,4,32,10,0,100,0.7486214637756348,0.0,0.0074862146377563474,0,0,0.7047932147979736,OK,2025-10-19 22:54:05
1,123,5000,100,4,32,10,0,100,0.7569601535797119,0.0,0.007569601535797119,0,0,0.705549955368042,OK,2025-10-19 22:54:07
2,999,5000,100,4,32,10,0,100,0.7686254978179932,0.0,0.007686254978179932,0,0,0.7027742862701416,OK,2025-10-19 22:54:08
0,1,5000,100,5,40,5,3,97,0.6586112976074219,3.0,0.006586112976074219,3,0,0.6064808368682861,OK,2025-10-19 22:54:10
1,123,5000,100,5,40,5,4,96,0.6412420272827148,4.0,0.006412420272827148,4,0,0.5928778648376465,OK,2025-10-19 22:54:11
2,999,5000,100,5,40,5,4,96,0.6627998352050781,4.0,0.006627998352050781,4,0,0.5938119888305664,OK,2025-10-19 22:54:12
0,1,5000,100,5,40,7,0,100,0.698345422744751,0.0,0.00698345422744751,0,0,0.6482000350952148,OK,2025-10-19 22:54:13
1,123,5000,100,5,40,7,0,100,0.6901981830596924,0.0,0.0069019818305969234,0,0,0.6483652591705322,OK,2025-10-19 22:54:15
2,999,5000,100,5,40,7,0,100,0.6642506122589111,0.0,0.006642506122589111,0,0,0.6566147804260254,OK,2025-10-19 22:54:16
0,1,5000,100,5,40,10,0,100,0.7770559787750244,0.0,0.007770559787750244,0,0,0.7446961402893066,OK,2025-10-19 22:54:17
1,123,5000,100,5,40,10,0,100,0.7543268203735352,0.0,0.007543268203735351,0,0,0.7265756130218506,OK,2025-10-19 22:54:19
2,999,5000,100,5,40,10,0,100,0.7892613410949707,0.0,0.007892613410949706,0,0,0.7383990287780762,OK,2025-10-19 22:54:20
0,1,5000,100,6,48,5,6,94,0.6072392463684082,6.0,0.006072392463684082,6,0,0.6415479183197021,OK,2025-10-19 22:54:22
1,123,5000,100,6,48,5,3,97,0.6611912250518799,3.0,0.006611912250518799,3,0,0.6018223762512207,OK,2025-10-19 22:54:23
2,999,5000,100,6,48,5,2,98,0.6640012264251709,2.0,0.006640012264251709,2,0,0.6292755603790283,OK,2025-10-19 22:54:24
0,1,5000,100,6,48,7,0,100,0.6822030544281006,0.0,0.0068220305442810054,0,0,0.6771857738494873,OK,2025-10-19 22:54:26
1,123,5000,100,6,48,7,0,100,0.7112557888031006,0.0,0.007112557888031006,0,0,0.6714742183685303,OK,2025-10-19 22:54:27
2,999,5000,100,6,48,7,0,100,0.6847150325775146,0.0,0.006847150325775146,0,0,0.6576192378997803,OK,2025-10-19 22:54:28
0,1,5000,100,6,48,10,0,100,0.8175218105316162,0.0,0.008175218105316162,0,0,0.7598052024841309,OK,2025-10-19 22:54:30
1,123,5000,100,6,48,10,0,100,0.8117794990539551,0.0,0.00811779499053955,0,0,0.8010351657867432,OK,2025-10-19 22:54:31
2,999,5000,100,6,48,10,0,100,0.8061163425445557,0.0,0.008061163425445557,0,0,0.7452907562255859,OK,2025-10-19 22:54:33
0,1,5000,200,4,32,5,9,91,2.284550189971924,9.0,0.022845501899719237,9,0,1.1389522552490234,OK,2025-10-19 22:54:35
1,123,5000,200,4,32,5,8,92,2.3573882579803467,8.0,0.023573882579803467,8,0,1.1617343425750732,OK,2025-10-19 22:54:38
2,999,5000,200,4,32,5,5,95,2.3502557277679443,5.0,0.023502557277679442,5,0,1.1648335456848145,OK,2025-10-19 22:54:42
0,1,5000,200,4,32,7,0,100,2.513336420059204,0.0,0.02513336420059204,0,0,1.2147126197814941,OK,2025-10-19 22:54:45
1,123,5000,200,4,32,7,0,100,2.5022969245910645,0.0,0.025022969245910645,0,0,1.245079755783081,OK,2025-10-19 22:54:49
2,999,5000,200,4,32,7,0,100,2.426300048828125,0.0,0.02426300048828125,0,0,1.2112255096435547,OK,2025-10-19 22:54:53
0,1,5000,200,4,32,10,0,100,2.8406715393066406,0.0,0.028406715393066405,0,0,1.3783845901489258,OK,2025-10-19 22:54:56
1,123,5000,200,4,32,10,0,100,2.832622528076172,0.0,0.02832622528076172,0,0,1.4024333953857422,OK,2025-10-19 22:55:00
2,999,5000,200,4,32,10,1,99,2.7846553325653076,1.0,0.027846553325653077,0,1,1.3966083526611328,OK,2025-10-19 22:55:05
0,1,5000,200,5,40,5,10,90,2.371577262878418,10.0,0.02371577262878418,10,0,1.208646535873413,OK,2025-10-19 22:55:09
1,123,5000,200,5,40,5,6,94,2.4327735900878906,6.0,0.024327735900878906,6,0,1.1760854721069336,OK,2025-10-19 22:55:12
2,999,5000,200,5,40,5,6,94,2.426197052001953,6.0,0.02426197052001953,6,0,1.1967427730560303,OK,2025-10-19 22:55:16
0,1,5000,200,5,40,7,0,100,2.600053310394287,0.0,0.02600053310394287,0,0,1.2652912139892578,OK,2025-10-19 22:55:20
1,123,5000,200,5,40,7,0,100,2.6048362255096436,0.0,0.026048362255096436,0,0,1.2517669200897217,OK,2025-10-19 22:55:23
2,999,5000,200,5,40,7,0,100,2.6079437732696533,0.0,0.026079437732696532,0,0,1.276473045349121,OK,2025-10-19 22:55:27
0,1,5000,200,5,40,10,0,100,2.9800925254821777,0.0,0.029800925254821777,0,0,1.4634041786193848,OK,2025-10-19 22:55:31
1,123,5000,200,5,40,10,0,100,2.934634208679199,0.0,0.02934634208679199,0,0,1.4543330669403076,OK,2025-10-19 22:55:36
2,999,5000,200,5,40,10,0,100,2.92802095413208,0.0,0.029280209541320802,0,0,1.4453513622283936,OK,2025-10-19 22:55:40
0,1,5000,200,6,48,5,6,94,2.4971840381622314,6.0,0.024971840381622316,6,0,1.1976611614227295,OK,2025-10-19 22:55:44
1,123,5000,200,6,48,5,14,86,2.3028407096862793,14.000000000000002,0.023028407096862793,10,0,1.1869521141052246,OK,2025-10-19 22:55:48
2,999,5000,200,6,48,5,10,90,2.3822827339172363,10.0,0.02382282733917236,10,0,1.222350835800171,OK,2025-10-19 22:55:52
0,1,5000,200,6,48,7,0,100,2.6475331783294678,0.0,0.026475331783294677,0,0,1.2904808521270752,OK,2025-10-19 22:55:55
1,123,5000,200,6,48,7,0,100,2.6342790126800537,0.0,0.026342790126800537,0,0,1.2844977378845215,OK,2025-10-19 22:55:59
2,999,5000,200,6,48,7,0,100,2.599461317062378,0.0,0.02599461317062378,0,0,1.2855725288391113,OK,2025-10-19 22:56:03
0,1,5000,200,6,48,10,0,100,2.998917818069458,0.0,0.02998917818069458,0,0,1.488394021987915,OK,2025-10-19 22:56:07
1,123,5000,200,6,48,10,0,100,2.966454029083252,0.0,0.02966454029083252,0,0,1.4624593257904053,OK,2025-10-19 22:56:11
2,999,5000,200,6,48,10,0,100,3.000331163406372,0.0,0.03000331163406372,0,0,1.4781689643859863,OK,2025-10-19 22:56:16
0,1,5000,300,4,32,5,15,85,5.103405475616455,15.0,0.05103405475616455,10,0,1.7634155750274658,OK,2025-10-19 22:56:20
1,123,5000,300,4,32,5,13,87,5.103680372238159,13.0,0.05103680372238159,10,0,1.7560901641845703,OK,2025-10-19 22:56:27
2,999,5000,300,4,32,5,14,86,5.152961730957031,14.000000000000002,0.051529617309570314,10,0,1.7397470474243164,OK,2025-10-19 22:56:34
0,1,5000,300,4,32,7,0,100,5.539383172988892,0.0,0.05539383172988892,0,0,1.837090253829956,OK,2025-10-19 22:56:41
1,123,5000,300,4,32,7,0,100,5.432868480682373,0.0,0.05432868480682373,0,0,1.8079032897949219,OK,2025-10-19 22:56:48
2,999,5000,300,4,32,7,0,100,5.422599792480469,0.0,0.05422599792480469,0,0,1.8225183486938477,OK,2025-10-19 22:56:56
0,1,5000,300,4,32,10,0,100,6.189143419265747,0.0,0.06189143419265747,0,0,2.056562900543213,OK,2025-10-19 22:57:03
1,123,5000,300,4,32,10,0,100,6.268731117248535,0.0,0.06268731117248535,0,0,2.0688960552215576,OK,2025-10-19 22:57:11
2,999,5000,300,4,32,10,0,100,6.208651304244995,0.0,0.06208651304244995,0,0,2.060009241104126,OK,2025-10-19 22:57:19
0,1,5000,300,5,40,5,8,92,5.506767749786377,8.0,0.055067677497863766,8,0,1.823819875717163,OK,2025-10-19 22:57:28
1,123,5000,300,5,40,5,12,88,5.294782876968384,12.0,0.05294782876968384,10,0,1.802248477935791,OK,2025-10-19 22:57:35
2,999,5000,300,5,40,5,12,88,5.2588136196136475,12.0,0.052588136196136476,10,0,1.8043899536132812,OK,2025-10-19 22:57:42
0,1,5000,300,5,40,7,0,100,5.6842570304870605,0.0,0.0568425703048706,0,0,1.8814690113067627,OK,2025-10-19 22:57:49
1,123,5000,300,5,40,7,0,100,5.75894021987915,0.0,0.0575894021987915,0,0,1.9056434631347656,OK,2025-10-19 22:57:57
2,999,5000,300,5,40,7,0,100,5.712317943572998,0.0,0.05712317943572998,0,0,1.8955466747283936,OK,2025-10-19 22:58:04
0,1,5000,300,5,40,10,0,100,6.566634654998779,0.0,0.06566634654998779,0,0,2.1804702281951904,OK,2025-10-19 22:58:12
1,123,5000,300,5,40,10,0,100,6.5515735149383545,0.0,0.06551573514938354,0,0,2.1596367359161377,OK,2025-10-19 22:58:21
2,999,5000,300,5,40,10,0,100,6.518527269363403,0.0,0.06518527269363403,0,0,2.1683602333068848,OK,2025-10-19 22:58:29
0,1,5000,300,6,48,5,13,87,5.337057590484619,13.0,0.053370575904846194,10,0,1.8200078010559082,OK,2025-10-19 22:58:38
1,123,5000,300,6,48,5,11,89,5.445500612258911,11.0,0.05445500612258911,10,0,1.8264391422271729,OK,2025-10-19 22:58:45
2,999,5000,300,6,48,5,11,89,5.337864875793457,11.0,0.05337864875793457,10,0,1.8171582221984863,OK,2025-10-19 22:58:53
0,1,5000,300,6,48,7,0,100,5.788999557495117,0.0,0.05788999557495117,0,0,1.9438502788543701,OK,2025-10-19 22:59:00
1,123,5000,300,6,48,7,0,100,5.7446417808532715,0.0,0.05744641780853271,0,0,1.9386711120605469,OK,2025-10-19 22:59:07
2,999,5000,300,6,48,7,0,100,5.795027494430542,0.0,0.05795027494430542,0,0,1.9339568614959717,OK,2025-10-19 22:59:15
0,1,5000,300,6,48,10,0,100,6.6658337116241455,0.0,0.06665833711624146,0,0,2.174546480178833,OK,2025-10-19 22:59:23
1,123,5000,300,6,48,10,0,100,6.534631252288818,0.0,0.06534631252288818,0,0,2.1610658168792725,OK,2025-10-19 22:59:32
2,999,5000,300,6,48,10,0,100,6.55534029006958,0.0,0.0655534029006958,0,0,2.2137224674224854,OK,2025-10-19 22:59:40
0,1,5000,400,4,32,5,15,85,9.128244161605835,15.0,0.09128244161605835,10,0,2.4170475006103516,OK,2025-10-19 22:59:49
1,123,5000,400,4,32,5,11,89,9.58340311050415,11.0,0.0958340311050415,10,0,2.369697093963623,OK,2025-10-19 23:00:01
2,999,5000,400,4,32,5,18,82,9.072444438934326,18.0,0.09072444438934327,10,0,2.4234466552734375,OK,2025-10-19 23:00:13
0,1,5000,400,4,32,7,0,100,9.601374626159668,0.0,0.09601374626159669,0,0,2.404679298400879,OK,2025-10-19 23:00:24
1,123,5000,400,4,32,7,0,100,9.59168815612793,0.0,0.0959168815612793,0,0,2.421639919281006,OK,2025-10-19 23:00:36
2,999,5000,400,4,32,7,0,100,9.753623723983765,0.0,0.09753623723983765,0,0,2.406132698059082,OK,2025-10-19 23:00:48
0,1,5000,400,4,32,10,0,100,10.996598720550537,0.0,0.10996598720550538,0,0,2.7798051834106445,OK,2025-10-19 23:01:00
1,123,5000,400,4,32,10,0,100,11.030453205108643,0.0,0.11030453205108642,0,0,2.7818567752838135,OK,2025-10-19 23:01:14
2,999,5000,400,4,32,10,0,100,11.207108497619629,0.0,0.11207108497619629,0,0,2.7311768531799316,OK,2025-10-19 23:01:28
0,1,5000,400,5,40,5,24,76,8.922221422195435,24.0,0.08922221422195435,10,0,2.530240535736084,OK,2025-10-19 23:01:42
1,123,5000,400,5,40,5,20,80,9.111405611038208,20.0,0.09111405611038208,10,0,2.46331787109375,OK,2025-10-19 23:01:53
2,999,5000,400,5,40,5,14,86,9.587230682373047,14.000000000000002,0.09587230682373046,10,0,2.4573895931243896,OK,2025-10-19 23:02:05
0,1,5000,400,5,40,7,0,100,10.031806468963623,0.0,0.10031806468963624,0,0,2.557703733444214,OK,2025-10-19 23:02:17
1,123,5000,400,5,40,7,0,100,9.917789936065674,0.0,0.09917789936065674,0,0,2.536862850189209,OK,2025-10-19 23:02:30
2,999,5000,400,5,40,7,0,100,10.14995551109314,0.0,0.1014995551109314,0,0,2.5292882919311523,OK,2025-10-19 23:02:42
0,1,5000,400,5,40,10,0,100,11.391559839248657,0.0,0.11391559839248658,0,0,2.8562982082366943,OK,2025-10-19 23:02:55
1,123,5000,400,5,40,10,0,100,11.450977325439453,0.0,0.11450977325439453,0,0,2.852363348007202,OK,2025-10-19 23:03:09
2,999,5000,400,5,40,10,0,100,11.300990581512451,0.0,0.11300990581512452,0,0,2.8420498371124268,OK,2025-10-19 23:03:23
0,1,5000,400,6,48,5,17,83,9.438019514083862,17.0,0.09438019514083862,10,0,2.5467958450317383,OK,2025-10-19 23:03:37
1,123,5000,400,6,48,5,15,85,9.5436692237854,15.0,0.095436692237854,10,0,2.5008585453033447,OK,2025-10-19 23:03:49
2,999,5000,400,6,48,5,16,84,9.629197359085083,16.0,0.09629197359085083,10,0,2.537745237350464,OK,2025-10-19 23:04:01
0,1,5000,400,6,48,7,0,100,10.346176862716675,0.0,0.10346176862716674,0,0,2.583250045776367,OK,2025-10-19 23:04:14
1,123,5000,400,6,48,7,0,100,10.380687952041626,0.0,0.10380687952041626,0,0,2.5652072429656982,OK,2025-10-19 23:04:27
2,999,5000,400,6,48,7,0,100,10.233006477355957,0.0,0.10233006477355958,0,0,2.5657460689544678,OK,2025-10-19 23:04:39
0,1,5000,400,6,48,10,0,100,11.677237749099731,0.0,0.11677237749099731,0,0,2.9603798389434814,OK,2025-10-19 23:04:52
1,123,5000,400,6,48,10,0,100,11.505188941955566,0.0,0.11505188941955566,0,0,2.8886780738830566,OK,2025-10-19 23:05:07
2,999,5000,400,6,48,10,0,100,11.714614868164062,0.0,0.11714614868164062,0,0,2.901873826980591,OK,2025-10-19 23:05:21
0,1,5000,500,4,32,5,15,85,15.087599515914917,15.0,0.15087599515914918,9,1,3.0532264709472656,OK,2025-10-19 23:05:36
1,123,5000,500,4,32,5,21,79,14.325390338897705,21.0,0.14325390338897706,10,0,3.0715317726135254,OK,2025-10-19 23:05:54
2,999,5000,500,4,32,5,24,76,14.04768681526184,24.0,0.1404768681526184,10,0,3.079683780670166,OK,2025-10-19 23:06:11
0,1,5000,500,4,32,7,0,100,15.076404333114624,0.0,0.15076404333114624,0,0,3.01922345161438,OK,2025-10-19 23:06:29
1,123,5000,500,4,32,7,0,100,14.775510787963867,0.0,0.14775510787963866,0,0,2.966054916381836,OK,2025-10-19 23:06:47
2,999,5000,500,4,32,7,1,99,14.883984088897705,1.0,0.14883984088897706,0,1,3.007042646408081,OK,2025-10-19 23:07:04
0,1,5000,500,4,32,10,0,100,17.282413482666016,0.0,0.17282413482666015,0,0,3.5126149654388428,OK,2025-10-19 23:07:22
1,123,5000,500,4,32,10,0,100,17.29778242111206,0.0,0.1729778242111206,0,0,3.474926710128784,OK,2025-10-19 23:07:43
2,999,5000,500,4,32,10,0,100,17.216461420059204,0.0,0.17216461420059204,0,0,3.467968702316284,OK,2025-10-19 23:08:04
0,1,5000,500,5,40,5,15,85,15.194172620773315,15.0,0.15194172620773316,10,0,3.1874873638153076,OK,2025-10-19 23:08:25
1,123,5000,500,5,40,5,23,77,14.768128871917725,23.0,0.14768128871917724,10,0,3.1718761920928955,OK,2025-10-19 23:08:43
2,999,5000,500,5,40,5,18,82,15.274168252944946,18.0,0.15274168252944947,10,0,3.1571474075317383,OK,2025-10-19 23:09:01
0,1,5000,500,5,40,7,0,100,15.564780235290527,0.0,0.15564780235290526,0,0,3.0875658988952637,OK,2025-10-19 23:09:19
1,123,5000,500,5,40,7,0,100,15.768076419830322,0.0,0.15768076419830324,0,0,3.149689197540283,OK,2025-10-19 23:09:38
2,999,5000,500,5,40,7,1,99,16.34337615966797,1.0,0.1634337615966797,1,0,3.211428165435791,OK,2025-10-19 23:09:57
0,1,5000,500,5,40,10,0,100,17.96348810195923,0.0,0.1796348810195923,0,0,3.6084892749786377,OK,2025-10-19 23:10:16
1,123,5000,500,5,40,10,0,100,17.7634379863739,0.0,0.177634379863739,0,0,3.5827112197875977,OK,2025-10-19 23:10:38
2,999,5000,500,5,40,10,0,100,18.237517595291138,0.0,0.1823751759529114,0,0,3.6723482608795166,OK,2025-10-19 23:10:59
0,1,5000,500,6,48,5,12,88,15.785433769226074,12.0,0.15785433769226073,10,0,3.1448440551757812,OK,2025-10-19 23:11:21
1,123,5000,500,6,48,5,14,86,15.775618553161621,14.000000000000002,0.15775618553161622,10,0,3.247119903564453,OK,2025-10-19 23:11:40
2,999,5000,500,6,48,5,20,80,15.212124824523926,20.0,0.15212124824523926,10,0,3.1514406204223633,OK,2025-10-19 23:11:59
0,1,5000,500,6,48,7,0,100,15.884558916091919,0.0,0.15884558916091918,0,0,3.2160186767578125,OK,2025-10-19 23:12:18
1,123,5000,500,6,48,7,0,100,15.920553922653198,0.0,0.159205539226532,0,0,3.175123691558838,OK,2025-10-19 23:12:37
2,999,5000,500,6,48,7,0,100,15.916964530944824,0.0,0.15916964530944824,0,0,3.1725351810455322,OK,2025-10-19 23:12:56
0,1,5000,500,6,48,10,0,100,18.207468032836914,0.0,0.18207468032836915,0,0,3.648740768432617,OK,2025-10-19 23:13:15
1,123,5000,500,6,48,10,0,100,18.271870374679565,0.0,0.18271870374679566,0,0,3.6180319786071777,OK,2025-10-19 23:13:37
2,999,5000,500,6,48,10,0,100,18.179059267044067,0.0,0.18179059267044068,0,0,3.617175340652466,OK,2025-10-19 23:13:59
0,1,10000,100,4,32,5,8,92,0.6057374477386475,8.0,0.006057374477386475,8,0,1.1607427597045898,OK,2025-10-19 23:14:20
1,123,10000,100,4,32,5,8,92,0.6179788112640381,8.0,0.006179788112640381,8,0,1.1600565910339355,OK,2025-10-19 23:14:22
2,999,10000,100,4,32,5,9,91,0.6225721836090088,9.0,0.006225721836090088,9,0,1.1842739582061768,OK,2025-10-19 23:14:24
0,1,10000,100,4,32,7,0,100,0.6410338878631592,0.0,0.006410338878631592,0,0,1.2180311679840088,OK,2025-10-19 23:14:26
1,123,10000,100,4,32,7,0,100,0.6460275650024414,0.0,0.006460275650024414,0,0,1.218041181564331,OK,2025-10-19 23:14:28
2,999,10000,100,4,32,7,0,100,0.6518898010253906,0.0,0.006518898010253907,0,0,1.2150087356567383,OK,2025-10-19 23:14:30
0,1,10000,100,4,32,10,0,100,0.7368011474609375,0.0,0.007368011474609375,0,0,1.3975985050201416,OK,2025-10-19 23:14:31
1,123,10000,100,4,32,10,0,100,0.7292954921722412,0.0,0.007292954921722412,0,0,1.4232866764068604,OK,2025-10-19 23:14:34
2,999,10000,100,4,32,10,0,100,0.7439918518066406,0.0,0.007439918518066406,0,0,1.4106996059417725,OK,2025-10-19 23:14:36
0,1,10000,100,5,40,5,7,93,0.6437466144561768,7.000000000000001,0.006437466144561767,7,0,1.211153268814087,OK,2025-10-19 23:14:38
1,123,10000,100,5,40,5,8,92,0.6395049095153809,8.0,0.006395049095153808,8,0,1.2191696166992188,OK,2025-10-19 23:14:40
2,999,10000,100,5,40,5,13,87,0.6153225898742676,13.0,0.006153225898742676,10,0,1.2003133296966553,OK,2025-10-19 23:14:42
0,1,10000,100,5,40,7,0,100,0.6768479347229004,0.0,0.006768479347229004,0,0,1.2909049987792969,OK,2025-10-19 23:14:43
1,123,10000,100,5,40,7,0,100,0.6833901405334473,0.0,0.0068339014053344724,0,0,1.259812355041504,OK,2025-10-19 23:14:45
2,999,10000,100,5,40,7,0,100,0.6700625419616699,0.0,0.006700625419616699,0,0,1.2782886028289795,OK,2025-10-19 23:14:47
0,1,10000,100,5,40,10,0,100,0.7745451927185059,0.0,0.007745451927185058,0,0,1.4674506187438965,OK,2025-10-19 23:14:49
1,123,10000,100,5,40,10,0,100,0.7524135112762451,0.0,0.007524135112762451,0,0,1.4557080268859863,OK,2025-10-19 23:14:51
2,999,10000,100,5,40,10,0,100,0.7643959522247314,0.0,0.0076439595222473145,0,0,1.4422826766967773,OK,2025-10-19 23:14:54
0,1,10000,100,6,48,5,5,95,0.6456451416015625,5.0,0.006456451416015625,5,0,1.2289605140686035,OK,2025-10-19 23:14:56
1,123,10000,100,6,48,5,6,94,0.6236274242401123,6.0,0.0062362742424011235,6,0,1.2063708305358887,OK,2025-10-19 23:14:58
2,999,10000,100,6,48,5,4,96,0.6431698799133301,4.0,0.006431698799133301,4,0,1.206080675125122,OK,2025-10-19 23:15:00
0,1,10000,100,6,48,7,0,100,0.6746747493743896,0.0,0.0067467474937438964,0,0,1.2871930599212646,OK,2025-10-19 23:15:01
1,123,10000,100,6,48,7,0,100,0.676419734954834,0.0,0.0067641973495483395,0,0,1.3113765716552734,OK,2025-10-19 23:15:03
2,999,10000,100,6,48,7,0,100,0.691889762878418,0.0,0.0069188976287841795,0,0,1.305649757385254,OK,2025-10-19 23:15:05
0,1,10000,100,6,48,10,0,100,0.7830002307891846,0.0,0.007830002307891847,0,0,1.480083703994751,OK,2025-10-19 23:15:07
1,123,10000,100,6,48,10,0,100,0.7579004764556885,0.0,0.007579004764556885,0,0,1.4826326370239258,OK,2025-10-19 23:15:10
2,999,10000,100,6,48,10,0,100,0.7648117542266846,0.0,0.007648117542266845,0,0,1.4990708827972412,OK,2025-10-19 23:15:12
0,1,10000,200,4,32,5,14,86,2.400726795196533,14.000000000000002,0.024007267951965332,10,0,2.3870251178741455,OK,2025-10-19 23:15:14
1,123,10000,200,4,32,5,17,83,2.3012239933013916,17.0,0.023012239933013916,10,0,2.432342290878296,OK,2025-10-19 23:15:19
2,999,10000,200,4,32,5,16,84,2.356783628463745,16.0,0.02356783628463745,10,0,2.3840267658233643,OK,2025-10-19 23:15:24
0,1,10000,200,4,32,7,0,100,2.446770429611206,0.0,0.024467704296112062,0,0,2.417398691177368,OK,2025-10-19 23:15:28
1,123,10000,200,4,32,7,0,100,2.431286334991455,0.0,0.02431286334991455,0,0,2.3971338272094727,OK,2025-10-19 23:15:33
2,999,10000,200,4,32,7,0,100,2.4103622436523438,0.0,0.024103622436523437,0,0,2.409879207611084,OK,2025-10-19 23:15:38
0,1,10000,200,4,32,10,0,100,2.7703208923339844,0.0,0.027703208923339842,0,0,2.710543632507324,OK,2025-10-19 23:15:43
1,123,10000,200,4,32,10,0,100,2.8195459842681885,0.0,0.028195459842681885,0,0,2.7801241874694824,OK,2025-10-19 23:15:48
2,999,10000,200,4,32,10,0,100,2.792710304260254,0.0,0.027927103042602538,0,0,2.789123296737671,OK,2025-10-19 23:15:54
0,1,10000,200,5,40,5,6,94,2.6585123538970947,6.0,0.026585123538970946,6,0,2.51897931098938,OK,2025-10-19 23:16:00
1,123,10000,200,5,40,5,17,83,2.4287445545196533,17.0,0.02428744554519653,10,0,2.526689052581787,OK,2025-10-19 23:16:05
2,999,10000,200,5,40,5,19,81,2.3775365352630615,19.0,0.023775365352630615,10,0,2.4813807010650635,OK,2025-10-19 23:16:10
0,1,10000,200,5,40,7,0,100,2.5263397693634033,0.0,0.025263397693634032,0,0,2.501544237136841,OK,2025-10-19 23:16:15
1,123,10000,200,5,40,7,0,100,2.5251305103302,0.0,0.025251305103302,0,0,2.529435873031616,OK,2025-10-19 23:16:20
2,999,10000,200,5,40,7,0,100,2.57491397857666,0.0,0.025749139785766602,0,0,2.5342583656311035,OK,2025-10-19 23:16:25
0,1,10000,200,5,40,10,0,100,2.888091564178467,0.0,0.028880915641784667,0,0,2.915980577468872,OK,2025-10-19 23:16:30
1,123,10000,200,5,40,10,0,100,2.9517593383789062,0.0,0.02951759338378906,0,0,2.8823587894439697,OK,2025-10-19 23:16:36
2,999,10000,200,5,40,10,0,100,2.9242196083068848,0.0,0.02924219608306885,0,0,2.972778081893921,OK,2025-10-19 23:16:41
0,1,10000,200,6,48,5,20,80,2.3831698894500732,20.0,0.023831698894500732,10,0,2.4946179389953613,OK,2025-10-19 23:16:47
1,123,10000,200,6,48,5,16,84,2.4058845043182373,16.0,0.024058845043182373,10,0,2.54643177986145,OK,2025-10-19 23:16:52
2,999,10000,200,6,48,5,15,85,2.5301971435546875,15.0,0.025301971435546876,10,0,2.493903875350952,OK,2025-10-19 23:16:57
0,1,10000,200,6,48,7,0,100,2.54406476020813,0.0,0.0254406476020813,0,0,2.544005870819092,OK,2025-10-19 23:17:02
1,123,10000,200,6,48,7,0,100,2.5690672397613525,0.0,0.025690672397613527,0,0,2.572699785232544,OK,2025-10-19 23:17:07
2,999,10000,200,6,48,7,0,100,2.5848681926727295,0.0,0.025848681926727294,0,0,2.5532565116882324,OK,2025-10-19 23:17:12
0,1,10000,200,6,48,10,0,100,2.9739201068878174,0.0,0.029739201068878174,0,0,2.927471876144409,OK,2025-10-19 23:17:18
1,123,10000,200,6,48,10,0,100,2.92655611038208,0.0,0.0292655611038208,0,0,2.8902645111083984,OK,2025-10-19 23:17:23
2,999,10000,200,6,48,10,0,100,2.8950164318084717,0.0,0.028950164318084715,0,0,2.925081253051758,OK,2025-10-19 23:17:29
0,1,10000,300,4,32,5,21,79,5.290891170501709,21.0,0.05290891170501709,10,0,3.753458023071289,OK,2025-10-19 23:17:35
1,123,10000,300,4,32,5,21,79,5.249999046325684,21.0,0.05249999046325684,10,0,3.7301058769226074,OK,2025-10-19 23:17:44
2,999,10000,300,4,32,5,15,85,5.960390329360962,15.0,0.05960390329360962,10,0,3.7798023223876953,OK,2025-10-19 23:17:53
0,1,10000,300,4,32,7,0,100,5.426631689071655,0.0,0.05426631689071655,0,0,3.566255569458008,OK,2025-10-19 23:18:03
1,123,10000,300,4,32,7,0,100,5.367335796356201,0.0,0.05367335796356201,0,0,3.6070847511291504,OK,2025-10-19 23:18:12
2,999,10000,300,4,32,7,0,100,5.659477949142456,0.0,0.05659477949142456,0,0,3.5758256912231445,OK,2025-10-19 23:18:21
